序號,設施名稱,is_indoor,分類原因
928,臺南市南區大忠大林社區活動中心,True,包含強制室內關鍵字: 活動中心
929,臺南市仁德區公所,True,包含強制室內關鍵字: 公所
930,瑞源國中,True,包含強制室內關鍵字: 國中
931,臺南市南區府南里活動中心,True,包含強制室內關鍵字: 活動中心
932,高雄市內門區木柵國民小學,True,預設室內
933,臺南市東區崇德里活動中心,True,包含強制室內關鍵字: 活動中心
934,臺南市南區田寮社區活動中心,True,包含強制室內關鍵字: 活動中心
935,高雄市杉林區上平國民小學,True,預設室內
936,臺南市東區和平里活動中心,True,包含強制室內關鍵字: 活動中心
937,臺南市南區國宅社區活動中心,True,包含強制室內關鍵字: 活動中心
938,臺南市關廟區新光國小,True,包含強制室內關鍵字: 國小
939,臺南市安平區漁光里活動中心,True,包含強制室內關鍵字: 活動中心
940,日光小林社區活動中心,True,包含強制室內關鍵字: 活動中心
941,永吉社區活動中心,True,包含強制室內關鍵字: 活動中心
942,臺南市南區新興國中,True,包含強制室內關鍵字: 國中
943,木柵社區活動中心,True,包含強制室內關鍵字: 活動中心
944,臺南市南區體育公園,False,包含室外關鍵字: 公園
945,新豐社區活動中心,True,包含強制室內關鍵字: 活動中心
946,瑞豐國小,True,包含強制室內關鍵字: 國小
947,臺南市南區大成國中,True,包含強制室內關鍵字: 國中
948,臺南市東區崇學國民小學操場,False,操場預設為室外
949,臺南市東區復興里活動中心,True,包含強制室內關鍵字: 活動中心
950,臺南市東區區公所,True,包含強制室內關鍵字: 公所
951,臺南市東區德光里活動中心,True,包含強制室內關鍵字: 活動中心
952,臺南市南區台南高商,True,預設室內
953,臺南市東區虎尾里活動中心,True,包含強制室內關鍵字: 活動中心
954,臺南市東區裕聖里活動中心,True,包含強制室內關鍵字: 活動中心
955,臺南市仁德區太子里活動中心,True,包含強制室內關鍵字: 活動中心
956,臺南市東區裕文國民小學,True,預設室內
957,臺南市東區復興國民小學風雨球場,False,包含室外關鍵字: 球場
958,臺南市中西區五妃社區活動中心,True,包含強制室內關鍵字: 活動中心
959,臺南市東區龍山社區活動中心,True,包含強制室內關鍵字: 活動中心
960,臺南市東區自強里活動中心,True,包含強制室內關鍵字: 活動中心
961,臺南市中西區仙草里活動中心,True,包含強制室內關鍵字: 活動中心
962,臺南市東區富裕里活動中心,True,包含強制室內關鍵字: 活動中心
963,臺南市中西區中山國中,True,包含強制室內關鍵字: 國中
964,臺南市東區富強里活動中心,True,包含強制室內關鍵字: 活動中心
965,臺南市安平區億載里活動中心,True,包含強制室內關鍵字: 活動中心
966,臺南市東區關聖社區活動中心,True,包含強制室內關鍵字: 活動中心
967,臺南市安平區文平里活動中心,True,包含強制室內關鍵字: 活動中心
968,臺南市安平區育平里活動中心,True,包含強制室內關鍵字: 活動中心
969,臺南市東區衛國里活動中心,True,包含強制室內關鍵字: 活動中心
970,新和社區舊圖書室,True,預設室內
971,瑞豐社區活動中心,True,包含強制室內關鍵字: 活動中心
972,高雄市杉林區新庄國民小學,True,預設室內
973,臺南市中西區郡西里活動中心,True,包含強制室內關鍵字: 活動中心
974,臺南市安平區國平里活動中心,True,包含強制室內關鍵字: 活動中心
975,臺南市東區後甲南聖里聯合社區活動中心,True,包含強制室內關鍵字: 活動中心
976,臺南市中西區忠義國小,True,包含強制室內關鍵字: 國小
977,臺南市東區崇誨里活動中心,True,包含強制室內關鍵字: 活動中心
978,臺南市安平區億載國小-操場,False,操場預設為室外
979,臺南市中西區永福小西三民里活動中心,True,包含強制室內關鍵字: 活動中心
980,臺南市中西區萬昌公正里活動中心,True,包含強制室內關鍵字: 活動中心
981,臺南市中西區中頭社區活動中心,True,包含強制室內關鍵字: 活動中心
982,臺南市中西區民生社區活動中心,True,包含強制室內關鍵字: 活動中心
983,臺南市歸仁區保西國小,True,包含強制室內關鍵字: 國小
984,東寧運動公園,False,包含室外關鍵字: 公園
985,臺南市東區大學東寧聯合社區活動中心,True,包含強制室內關鍵字: 大學
986,臺南市中西區青年銀同里活動中心,True,包含強制室內關鍵字: 活動中心
987,臺南市中西區建國里活動中心,True,包含強制室內關鍵字: 活動中心
989,高雄市內門區溝坪國民小學,True,預設室內
990,臺南市關廟區保東國小,True,包含強制室內關鍵字: 國小
991,臺南市中西區大涼社區活動中心,True,包含強制室內關鍵字: 活動中心
993,臺南市安平區安平國小-風雨球場,False,包含室外關鍵字: 球場
994,小馬活動中心 Siao-Ma Community Center,True,包含強制室內關鍵字: 活動中心
995,臺南市中西區中正里活動中心,True,包含強制室內關鍵字: 活動中心
996,臺南市安平區公所,True,包含強制室內關鍵字: 公所
997,臺南市安平區台南聖教會,True,預設室內
998,臺南市安平區建平里活動中心,True,包含強制室內關鍵字: 活動中心
999,臺南市安平區華平里活動中心,True,包含強制室內關鍵字: 活動中心
1001,白水泉社區活動中心,True,包含強制室內關鍵字: 活動中心
1002,臺南市安平區沙灘忠誠社區聯合活動中心,False,包含室外關鍵字: 沙灘
1003,臺南市中西區民權里活動中心,True,包含強制室內關鍵字: 活動中心
1004,臺南市安平區平通里活動中心,True,包含強制室內關鍵字: 活動中心
1005,臺南市安平區安平國中-安平館,True,包含強制室內關鍵字: 國中
1006,泰源活動中心村辦公處,True,包含強制室內關鍵字: 活動中心
1007,臺南市中西區天后里活動中心,True,包含強制室內關鍵字: 活動中心
1008,高雄市杉林區杉林國民小學,True,預設室內
1009,臺南市中西區龍盛社區活動中心,True,包含強制室內關鍵字: 活動中心
1010,臺南市安平區天橋教會,True,預設室內
1011,泰源國小,True,包含強制室內關鍵字: 國小
1012,臺南市中西區協進國小,True,包含強制室內關鍵字: 國小
1013,臺南市永康區復興里活動中心,True,包含強制室內關鍵字: 活動中心
1014,臺南市中西區成功國小,True,包含強制室內關鍵字: 國小
1016,新和社區活動中心,True,包含強制室內關鍵字: 活動中心
1017,臺南市安平區平安里活動中心,True,包含強制室內關鍵字: 活動中心
1018,原加拿托兒所,True,預設室內
1019,臺南市北區區公所,True,包含強制室內關鍵字: 公所
1020,臺南市安平區石門國小-操場,False,操場預設為室外
1021,臺南市北區東興社區活動中心,True,包含強制室內關鍵字: 活動中心
1024,臺南市北區公園里活動中心,False,包含室外關鍵字: 公園
1025,臺南市龍崎區石[石曹]里里民活動中心,True,包含強制室內關鍵字: 活動中心
1026,臺南市北區公園國小,False,包含室外關鍵字: 公園
1027,臺南市安平區觀音亭,True,預設室內
1028,杉林社區活動中心,True,包含強制室內關鍵字: 活動中心
1030,臺南市安平區開台天后宮,True,預設室內
1031,臺南市北區立人國小,True,包含強制室內關鍵字: 國小
1032,臺南市永康區中華里活動中心,True,包含強制室內關鍵字: 活動中心
1033,臺南市中西區西湖社區活動中心,True,包含強制室內關鍵字: 活動中心
1034,臺南市永康區勝利里活動中心,True,包含強制室內關鍵字: 活動中心
1035,臺南市北區安民社區活動中心,True,包含強制室內關鍵字: 活動中心
1036,臺南市安平區西門國小-多功能教室及普通教室,True,包含強制室內關鍵字: 國小
1037,臺南市永康區永康公園,False,包含室外關鍵字: 公園
1038,臺南市中西區光賢里活動中心,True,包含強制室內關鍵字: 活動中心
1039,臺南市北區裕民社區活動中心,True,包含強制室內關鍵字: 活動中心
1040,金竹社區活動中心,True,包含強制室內關鍵字: 活動中心
1041,臺南市北區重興社區活動中心,True,包含強制室內關鍵字: 活動中心
1042,臺南市北區和順里活動中心,True,包含強制室內關鍵字: 活動中心
1043,臺南市安平區海頭社區活動中心,True,包含強制室內關鍵字: 活動中心
1044,臺南市永康區崑山里活動中心,True,包含強制室內關鍵字: 活動中心
1045,臺南市永康區東灣里活動中心,True,包含強制室內關鍵字: 活動中心
1047,臺南市北區民德國中,True,包含強制室內關鍵字: 國中
1048,臺南市北區文賢國中,True,包含強制室內關鍵字: 國中
1049,臺南市永康區復國里活動中心,True,包含強制室內關鍵字: 活動中心
1050,關山鎮電光國民小學,True,預設室內
1051,臺南市永康區中興里活動中心,True,包含強制室內關鍵字: 活動中心
1053,臺南市北區賢北國小,True,包含強制室內關鍵字: 國小
1054,臺南市北區國姓社區活動中心,True,包含強制室內關鍵字: 活動中心
1055,臺南市北區賢北里活動中心,True,包含強制室內關鍵字: 活動中心
1056,臺南市北區大仁社區活動中心,True,包含強制室內關鍵字: 活動中心
1057,臺南市新化區大坑里活動中心,True,包含強制室內關鍵字: 活動中心
1058,臺南市永康區六合里活動中心,True,包含強制室內關鍵字: 活動中心
1059,高雄市內門區金竹國民小學,True,預設室內
1060,電光活動中心,True,包含強制室內關鍵字: 活動中心
1061,臺南市北區延平國中,True,包含強制室內關鍵字: 國中
1062,臺南市永康區體一運動公園,False,包含室外關鍵字: 公園
1063,臺南市北區文元文成里聯合活動中心,True,包含強制室內關鍵字: 活動中心
1064,臺南市永康區西灣里活動中心,True,包含強制室內關鍵字: 活動中心
1065,臺南市永康區北灣里活動中心,True,包含強制室內關鍵字: 活動中心
1066,關山鎮月眉國民小學,True,預設室內
1067,臺南市北區實踐社區活動中心,True,包含強制室內關鍵字: 活動中心
1068,臺南市北區開元國小,True,包含強制室內關鍵字: 國小
1069,臺南市安南區海南里活動中心,True,包含強制室內關鍵字: 活動中心
1070,臺南市北區昇平社區活動中心,True,包含強制室內關鍵字: 活動中心
1071,臺南市永康區安康里活動中心,True,包含強制室內關鍵字: 活動中心
1072,臺南市北區文元國小,True,包含強制室內關鍵字: 國小
1073,月眉活動中心,True,包含強制室內關鍵字: 活動中心
1074,臺南市永康區復華里活動中心,True,包含強制室內關鍵字: 活動中心
1075,臺南市安南區四草里活動中心,True,包含強制室內關鍵字: 活動中心
1076,臺南市永康區社教中心,True,預設室內
1078,臺南市永康區尚頂里活動中心,True,包含強制室內關鍵字: 活動中心
1079,臺南市永康區東橋里活動中心,True,包含強制室內關鍵字: 活動中心
1080,臺南市永康區大橋里活動中心,True,包含強制室內關鍵字: 活動中心
1081,集來社區活動中心,True,包含強制室內關鍵字: 活動中心
1082,高雄市杉林區集來國民小學,True,預設室內
1083,臺南市永康區新樹里活動中心,True,包含強制室內關鍵字: 活動中心
1084,臺南市永康區甲頂里活動中心,True,包含強制室內關鍵字: 活動中心
1085,臺南市安南區安富里活動中心,True,包含強制室內關鍵字: 活動中心
1086,臺南市永康區公所3樓禮堂,True,包含強制室內關鍵字: 禮堂
1087,臺南市左鎮區光榮國小澄山分校,True,包含強制室內關鍵字: 國小
1089,臺南市永康區探索教育公園,False,包含室外關鍵字: 公園
1090,"成功鎮信義國民小學 Xin-Yi Elementary School,Chenggon Township",True,預設室內
1091,臺南市安南區海佃國民中學,True,預設室內
1092,臺南市安南區溪北里活動中心,True,包含強制室內關鍵字: 活動中心
1093,臺南市安南區溪墘里活動中心,True,包含強制室內關鍵字: 活動中心
1094,臺南市永康區永康國民小學,True,預設室內
1095,都歷活動中心 Du-Li Community Center,True,包含強制室內關鍵字: 活動中心
1096,臺南市新化區體育公園,False,包含室外關鍵字: 公園
1097,臺南市安南區安順國中-順中館,True,包含強制室內關鍵字: 國中
1098,北源活動中心村辦公處,True,包含強制室內關鍵字: 活動中心
1099,臺南市永康區龍潭里活動中心,True,包含強制室內關鍵字: 活動中心
1102,臺南市安南區安西里活動中心,True,包含強制室內關鍵字: 活動中心
1103,臺南市新化區保生大帝廟,True,預設室內
1104,臺南市安南區安東里活動中心,True,包含強制室內關鍵字: 活動中心
1105,慈霖園原木梓國小,True,包含強制室內關鍵字: 國小
1106,臺南市安南區理想大安社區活動中心,True,包含強制室內關鍵字: 活動中心
1107,關山鎮老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1108,臺南市安南區?田里活動中心,True,包含強制室內關鍵字: 活動中心
1109,臺南市新化區大新國小大禮堂,True,包含強制室內關鍵字: 國小
1110,臺南市新化區新化國中大禮堂,True,包含強制室內關鍵字: 國中
1111,臺南市新化區新化果菜市場停車場,False,停車場預設為室外
1112,臺南市安南區海西里活動中心,True,包含強制室內關鍵字: 活動中心
1113,臺南市新化區公所3樓展演廳,True,包含強制室內關鍵字: 公所
1114,臺南市新化區新化國小大禮堂,True,包含強制室內關鍵字: 國小
1115,臺南大學附屬啟聰學校活動中心,True,包含強制室內關鍵字: 學校
1116,臺南市新化區新化高中新民館,True,包含強制室內關鍵字: 高中
1117,里?活動中心,True,包含強制室內關鍵字: 活動中心
1118,臺南市安南區安慶里活動中心,True,包含強制室內關鍵字: 活動中心
1119,北源國小,True,包含強制室內關鍵字: 國小
1120,臺南市永康區埔園里活動中心,True,包含強制室內關鍵字: 活動中心
1121,臺南市永康區鹽行文化會館,True,預設室內
1122,臺南市新化區唪口順天宮,True,預設室內
1123,臺南市安南區安慶國民小學,True,預設室內
1124,臺南市安南區鹿耳門天后宮-公館,True,預設室內
1125,臺東縣池上鄉萬安國民小學振興分校,True,包含強制室內關鍵字: 校
1127,靈隱寺備用,True,預設室內
1128,臺南市永康區鹽洲里活動中心,True,包含強制室內關鍵字: 活動中心
1129,臺南市永康區烏竹里活動中心,True,包含強制室內關鍵字: 活動中心
1130,臺南市安南區媽祖宮社區活動中心,True,包含強制室內關鍵字: 活動中心
1131,新福活動中心,True,包含強制室內關鍵字: 活動中心
1132,臺南市安南區公所,True,包含強制室內關鍵字: 公所
1133,中福活動中心,True,包含強制室內關鍵字: 活動中心
1134,臺南市安南區海東國民小學,True,預設室內
1135,高雄市甲仙區寶隆國民小學（備用）,True,預設室內
1136,臺南市安南區安南國中-禮堂,True,包含強制室內關鍵字: 國中
1137,豐田活動中心 Fong-Tian Community Center,True,包含強制室內關鍵字: 活動中心
1138,臺南市安南區原佃里活動中心,True,包含強制室內關鍵字: 活動中心
1139,關山鎮關山國民小學,True,預設室內
1140,元宋太祖宮,True,預設室內
1141,臺南市永康區王行里活動中心,True,包含強制室內關鍵字: 活動中心
1142,豐泉活動中心,True,包含強制室內關鍵字: 活動中心
1143,關山鎮德高國民小學,True,預設室內
1144,臺南市安南區梅花里活動中心,True,包含強制室內關鍵字: 活動中心
1150,臺南市安南區城西里活動中心,True,包含強制室內關鍵字: 活動中心
1152,臺南市安南區城南里活動中心,True,包含強制室內關鍵字: 活動中心
1153,臺南市安南區東和里活動中心,True,包含強制室內關鍵字: 活動中心
1154,臺南市安南區布袋里活動中心,True,包含強制室內關鍵字: 活動中心
1155,臺南市安南區安佃國民小學,True,預設室內
1156,臺南市新化區接天寺,True,預設室內
1157,臺南市左鎮區榮和里活動中心,True,包含強制室內關鍵字: 活動中心
1158,臺南市安南區長安國民小學,True,預設室內
1159,臺南市安南區和順國民中學,True,預設室內
1160,臺南市安南區佃東佃西社區活動中心,True,包含強制室內關鍵字: 活動中心
1161,臺南市安南區土城國民小學,True,預設室內
1162,臺南市安南區正統鹿耳門土城聖母廟,True,預設室內
1163,臺南市安南區和順國民小學,True,預設室內
1164,臺南市安南區城東里活動中心,True,包含強制室內關鍵字: 活動中心
1166,臺南市新化區那拔國小操場,False,操場預設為室外
1167,臺南市安南區州北里活動中心,True,包含強制室內關鍵字: 活動中心
1168,臺南市安南區塭南里活動中心,True,包含強制室內關鍵字: 活動中心
1170,臺南市安南區南興國民小學,True,預設室內
1171,德高活動中心,True,包含強制室內關鍵字: 活動中心
1172,臺南市新市區文康育樂中心,True,預設室內
1174,臺南市安南區青草里活動中心,True,包含強制室內關鍵字: 活動中心
1175,臺南市新市區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1176,臺南市安南區青草國民小學,True,預設室內
1177,臺南市山上區豐德里活動中心,True,包含強制室內關鍵字: 活動中心
1179,大田老人活動中心（備用）,True,包含強制室內關鍵字: 活動中心
1180,臺南市安南區學東國民小學,True,預設室內
1181,臺南市新市區公所三樓大禮堂,True,包含強制室內關鍵字: 禮堂
1182,臺南市新市區新市國小學生活動中心,True,包含強制室內關鍵字: 國小
1183,臺南市安南區學東里活動中心,True,包含強制室內關鍵字: 活動中心
1184,臺南市安南區砂崙里活動中心,True,包含強制室內關鍵字: 活動中心
1185,臺南市安定區南興國小,True,包含強制室內關鍵字: 國小
1186,臺南市安定區南興國小,True,包含強制室內關鍵字: 國小
1187,高雄市立甲仙國民中學（備用）,True,預設室內
1188,富興村辦公處,True,包含強制室內關鍵字: 辦公處
1189,高雄市甲仙區甲仙國民小學備用,True,預設室內
1190,臺南市新市區新市國中育樂堂,True,包含強制室內關鍵字: 國中
1191,臺南市新市區新市國中操場,False,操場預設為室外
1192,臺南市安定區大同社區活動中心,True,包含強制室內關鍵字: 活動中心
1193,甲仙和安社區活動中心備用,True,包含強制室內關鍵字: 活動中心
1194,臺南市西港區新復里活動中心,True,包含強制室內關鍵字: 活動中心
1196,臺南市新市區大社國小育賢三樓〈學生活動中心）,True,包含強制室內關鍵字: 國小
1197,臺南市山上區平陽里活動中心,True,包含強制室內關鍵字: 活動中心
1198,麒麟活動中心 Chi-Lin Community Center,True,包含強制室內關鍵字: 活動中心
1199,臺南市安定區複合式運動場四周及南安小操場,False,操場預設為室外
1200,臺南市安定區複合式運動場四周及南安小操場,False,操場預設為室外
1201,臺南市七股區十份里漁民活動中心,True,包含強制室內關鍵字: 活動中心
1202,萬安村辦公處,True,包含強制室內關鍵字: 辦公處
1203,臺南市七股區永吉里多功能活動中心,True,包含強制室內關鍵字: 活動中心
1204,臺南市安定區海寮社區活動中心,True,包含強制室內關鍵字: 活動中心
1205,臺南市安定區南安國小,True,包含強制室內關鍵字: 國小
1206,臺南市山上區新莊里大庄活動中心,True,包含強制室內關鍵字: 活動中心
1207,錦園村辦公處,True,包含強制室內關鍵字: 辦公處
1208,臺南市七股區三股社區活動中心,True,包含強制室內關鍵字: 活動中心
1209,海端鄉立托兒所Haiduan Nursery School,True,預設室內
1210,臺南市山上區國民小學,True,預設室內
1211,臺南市山上區南洲里農民教育活動中心,True,包含強制室內關鍵字: 活動中心
1212,臺南市七股區義合里多功能活動中心,True,包含強制室內關鍵字: 活動中心
1213,海端國小Haiduan Elementary School,True,包含強制室內關鍵字: 國小
1214,"成功鎮新港國民中學 Hsin-kang Junior High School, Chenggon Township",True,預設室內
1215,臺南市山上區山上里農民教育活動中心,True,包含強制室內關鍵字: 活動中心
1216,臺南市山上區玉?里活動中心,True,包含強制室內關鍵字: 活動中心
1217,海端鄉公所Haiduan Township Office,True,包含強制室內關鍵字: 公所
1218,臺南市七股區三股國小操場,False,操場預設為室外
1219,三民里活動中心 San-Min Community Center,True,包含強制室內關鍵字: 活動中心
1220,臺南市七股區竹橋里多功能活動中心,True,包含強制室內關鍵字: 活動中心
1221,臺南市山上區山上國民中學,True,預設室內
1222,臺南市安定區南安社區活動中心,True,包含強制室內關鍵字: 活動中心
1223,臺南市安定區港尾社區活動中心,True,包含強制室內關鍵字: 活動中心
1224,臺南市西港區成功國小,True,包含強制室內關鍵字: 國小
1225,行政院國軍退除役官兵輔導委員會佳里榮譽國民之家,True,預設室內
1226,三民里第2市場 San-Min Second Market,True,包含強制室內關鍵字: 市場
1227,國立成功商業水產職業學校,True,包含強制室內關鍵字: 學校
1228,忠智里活動中心 Jhong-Jhi Community Center,True,包含強制室內關鍵字: 活動中心
1231,新興村辦公處,True,包含強制室內關鍵字: 辦公處
1233,臺南市山上區明和里活動中心,True,包含強制室內關鍵字: 活動中心
1234,臺南市西港區廣興宮,True,預設室內
1238,臺南市七股區樹林國小操場,False,操場預設為室外
1241,臺南市七股區樹林社區活動中心,True,包含強制室內關鍵字: 活動中心
1242,臺南市安定區安定國中操場,False,操場預設為室外
1243,臺南市七股區竹港社區活動中心,True,包含強制室內關鍵字: 活動中心
1244,臺南市安定區圖書館,True,包含強制室內關鍵字: 圖書館
1245,臺東縣立池上國民中學,True,預設室內
1246,臺東縣池上鄉萬安國民小學,True,預設室內
1247,臺南市大內區曲溪社區活動中心,True,包含強制室內關鍵字: 活動中心
1248,臺南市安定區體育運動公園（防災公園）,False,包含室外關鍵字: 公園
1249,臺南市安定區體育運動公園（防災公園）,False,包含室外關鍵字: 公園
1250,臺南市大內區大內國小,True,包含強制室內關鍵字: 國小
1251,臺南市西港區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1252,臺南市安定區安定國中,True,包含強制室內關鍵字: 國中
1253,臺南市安定區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1254,大埔村辦公處,True,包含強制室內關鍵字: 辦公處
1256,臺南市西港區慶安社區活動中心,True,包含強制室內關鍵字: 活動中心
1257,臺南市西港區港東里活動中心,True,包含強制室內關鍵字: 活動中心
1258,臺南市安定區公所,True,包含強制室內關鍵字: 公所
1259,臺南市大內區大內國中,True,包含強制室內關鍵字: 國中
1260,臺南市大內區石子瀨社區活動中心,True,包含強制室內關鍵字: 活動中心
1261,臺南市大內區二溪社區活動中心,True,包含強制室內關鍵字: 活動中心
1262,池上鄉公所,True,包含強制室內關鍵字: 公所
1263,臺南市善化區小新社區活動中心,True,包含強制室內關鍵字: 活動中心
1264,臺南市安定區安定國小操場,False,操場預設為室外
1266,大坡村辦公處,True,包含強制室內關鍵字: 辦公處
1269,臺南市西港區西港國中,True,包含強制室內關鍵字: 國中
1270,米鄉-池上文化館,True,預設室內
1271,臺南市西港區慶安宮,True,預設室內
1272,臺南市西港區私立港明中學,True,預設室內
1274,高台真耶穌教會 Gao-Tai Jesus Church,True,預設室內
1275,臺南市善化區小新國小,True,包含強制室內關鍵字: 國小
1276,臺南市佳里區塭內國小,True,包含強制室內關鍵字: 國小
1277,臺東縣池上鄉福原國民小學,True,預設室內
1278,臺東縣池上鄉大坡國民小學,True,預設室內
1279,慶豐村辦公處,True,包含強制室內關鍵字: 辦公處
1280,臺南市佳里區蚶寮社區活動中心,True,包含強制室內關鍵字: 活動中心
1281,福文村辦公處,True,包含強制室內關鍵字: 辦公處
1282,臺南市善化區文昌社區活動中心,True,包含強制室內關鍵字: 活動中心
1283,臺南市七股區溪南里漁民活動中心,True,包含強制室內關鍵字: 活動中心
1284,臺南市善化區大成國小,True,包含強制室內關鍵字: 國小
1290,陸安聚會所,True,預設室內
1291,臺南市七股區七股社區活動中心,True,包含強制室內關鍵字: 活動中心
1292,臺南市善化區善化國小,True,包含強制室內關鍵字: 國小
1293,臺南市善化區文正社區活動中心,True,包含強制室內關鍵字: 活動中心
1294,臺南市七股區玉成社區活動中心,True,包含強制室內關鍵字: 活動中心
1295,臺南市七股區龍山里漁民活動中心,True,包含強制室內關鍵字: 活動中心
1296,臺南市善化區文康育樂中心,True,預設室內
1297,臺南市善化區茄拔國小,True,包含強制室內關鍵字: 國小
1298,臺南市善化區牛庄里活動中心,True,包含強制室內關鍵字: 活動中心
1299,臺南市善化區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1300,臺南市善化區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1301,臺南市七股區七股國小,True,包含強制室內關鍵字: 國小
1302,臺南市西港區永樂里活動中心,True,包含強制室內關鍵字: 活動中心
1303,臺南市七股區私立昭明國中,True,包含強制室內關鍵字: 國中
1304,臺南市善化區陽明國小,True,包含強制室內關鍵字: 國小
1305,臺南市大內區頭社社區活動中心,True,包含強制室內關鍵字: 活動中心
1306,豐南社區活動中心,True,包含強制室內關鍵字: 活動中心
1307,臺南市佳里區通興國小,True,包含強制室內關鍵字: 國小
1309,臺南市七股區大埕里漁民活動中心,True,包含強制室內關鍵字: 活動中心
1310,臺南市善化區胡家里活動中心,True,包含強制室內關鍵字: 活動中心
1312,臺南市七股區?榔里多功能活動中心,True,包含強制室內關鍵字: 活動中心
1313,臺南市七股區大寮社區活動中心,True,包含強制室內關鍵字: 活動中心
1315,臺南市七股區鹽埕社區活動中心,True,包含強制室內關鍵字: 活動中心
1316,臺南市善化區溪美社區活動中心,True,包含強制室內關鍵字: 活動中心
1317,臺南市佳里區仁愛國小,True,包含強制室內關鍵字: 國小
1318,臺南市善化區田寮里活動中心,True,包含強制室內關鍵字: 活動中心
1319,臺南市七股區中寮社區活動中心,True,包含強制室內關鍵字: 活動中心
1320,臺南市七股區城內里活動中心,True,包含強制室內關鍵字: 活動中心
1321,臺南市善化區六德里活動中心,True,包含強制室內關鍵字: 活動中心
1322,臺南市善化區大同國小,True,包含強制室內關鍵字: 國小
1323,臺南市西港區圖書館,True,包含強制室內關鍵字: 圖書館
1324,臺南市西港區後營國小金砂分校,True,包含強制室內關鍵字: 國小
1325,"成功鎮忠孝國民小學 Jhong-Hsiao Elementary School, Chenggon Township",True,預設室內
1327,臺南市佳里區佳里國中,True,包含強制室內關鍵字: 國中
1328,臺南市七股區篤加社區活動中心,True,包含強制室內關鍵字: 活動中心
1329,臺南市佳里區信義國小,True,包含強制室內關鍵字: 國小
1332,玉寶宮,True,預設室內
1333,臺南市麻豆區太子宮預備,True,預設室內
1334,臺南市佳里區六里活動中心,True,包含強制室內關鍵字: 活動中心
1335,臺南市佳里區佳里國小,True,包含強制室內關鍵字: 國小
1337,原霧鹿托兒所,True,預設室內
1338,臺南市佳里區北門高中,True,包含強制室內關鍵字: 高中
1339,霧鹿國小Wulu Elementary School,True,包含強制室內關鍵字: 國小
1340,臺南市七股區西寮社區活動中心,True,包含強制室內關鍵字: 活動中心
1341,臺南市官田區渡拔國小,True,包含強制室內關鍵字: 國小
1342,永豐社區活動中心,True,包含強制室內關鍵字: 活動中心
1347,臺南市佳里區子龍國小,True,包含強制室內關鍵字: 國小
1350,富里老人文康中心,True,預設室內
1351,臺南市佳里區北門農工,True,預設室內
1352,臺南市麻豆區龍泉社區活動中心預備,True,包含強制室內關鍵字: 活動中心
1353,石平社區活動中心,True,包含強制室內關鍵字: 活動中心
1354,臺南市佳里區延平國小,True,包含強制室內關鍵字: 國小
1355,富里鄉公所2樓,True,包含強制室內關鍵字: 公所
1357,臺南市七股區頂山里漁民活動中心,True,包含強制室內關鍵字: 活動中心
1358,臺南市官田區社子社區活動中心,True,包含強制室內關鍵字: 活動中心
1361,臺南市佳里區佳興國中,True,包含強制室內關鍵字: 國中
1362,麻豆國中學生活動中心,True,包含強制室內關鍵字: 國中
1363,臺南市麻豆區公所3樓預備,True,包含強制室內關鍵字: 公所
1364,臺南市麻豆區台灣首府大學圖資大樓6樓預備,True,包含強制室內關鍵字: 大學
1365,臺南市官田區官田社區活動中心,True,包含強制室內關鍵字: 活動中心
1366,國立曾文高級農工職業學校操場室外避難處所,False,操場預設為室外
1367,臺南市佳里區興化社區活動中心,True,包含強制室內關鍵字: 活動中心
1368,臺南市七股區後港國小操場,False,操場預設為室外
1369,臺南市七股區後港國中操場,False,操場預設為室外
1370,臺南市七股區大潭里漁民活動中心,True,包含強制室內關鍵字: 活動中心
1371,臺南市官田區東西庄社區活動中心,True,包含強制室內關鍵字: 活動中心
1372,臺南市官田區官田國民中學,True,預設室內
1373,臺南市佳里區佳興國小,True,包含強制室內關鍵字: 國小
1374,臺南市將軍區朝天宮,True,預設室內
1375,臺南市麻豆區代天府總站,True,預設室內
1376,臺南市官田區大崎社區活動中心,True,包含強制室內關鍵字: 活動中心
1377,臺南市官田區隆田國小活動中心,True,包含強制室內關鍵字: 國小
1378,基督長老教會The Presbyterian Church（博愛教會 Bo-ai Church）,True,預設室內
1379,石牌社區活動中心,True,包含強制室內關鍵字: 活動中心
1380,臺南市官田區體育公園,False,包含室外關鍵字: 公園
1382,臺南市官田區隆本里活動中心,True,包含強制室內關鍵字: 活動中心
1383,臺南市將軍區漚汪國小,True,包含強制室內關鍵字: 國小
1384,臺南市將軍區漚汪國小,True,包含強制室內關鍵字: 國小
1385,臺南市佳里區營頂社區活動中心,True,包含強制室內關鍵字: 活動中心
1386,明里社區活動中心,True,包含強制室內關鍵字: 活動中心
1387,臺南市將軍區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1388,臺南市將軍區老人文康活動中心,True,包含強制室內關鍵字: 活動中心
1389,羅山縱管處,True,預設室內
1392,臺南市麻豆區海埔池王府預備,True,預設室內
